(20054, 3101, 7142,1:30:219, 55), 
(20055, 3101, 7142,1:30:678, 56), 
(20056, 3101, 7142,1:29:416, 57), 
(20057, 3101, 7142,1:32:132, 58), 
(20058, 3101, 7143,1:31:769, 1), 
(20059, 3101, 7143,1:29:731, 2), 
(20060, 3101, 7143,1:31:983, 3), 
(20061, 3101, 7143,1:32:723, 4), 
(20062, 3101, 7143,1:31:660, 5), 
(20063, 3101, 7143,1:31:463, 6), 
(20064, 3101, 7143,1:30:042, 7), 
(20065, 3101, 7143,1:32:562, 8), 
(20066, 3101, 7143,1:29:932, 9), 
(20067, 3101, 7143,1:29:346, 10), 
(20068, 3101, 7143,1:32:890, 11), 
(20069, 3101, 7143,1:29:059, 12), 
(20070, 3101, 7143,1:32:189, 13), 
(20071, 3101, 7143,1:32:128, 14), 
(20072, 3101, 7143,1:30:894, 15), 
(20073, 3101, 7143,1:29:169, 16), 
(20074, 3101, 7143,1:32:087, 17), 
(20075, 3101, 7143,1:29:018, 18), 
(20076, 3101, 7143,1:32:614, 19), 
(20077, 3101, 7143,1:30:187, 20), 
(20078, 3101, 7143,1:31:520, 21), 
(20079, 3101, 7143,1:32:544, 22), 
(20080, 3101, 7143,1:30:954, 23), 
(20081, 3101, 7143,1:29:957, 24), 
(20082, 3101, 7143,1:32:084, 25), 
(20083, 3101, 7143,1:32:988, 26), 
(20084, 3101, 7143,1:29:148, 27), 
(20085, 3101, 7143,1:32:364, 28), 
(20086, 3101, 7143,1:30:002, 29), 
(20087, 3101, 7143,1:29:000, 30), 
(20088, 3101, 7143,1:29:056, 31), 
(20089, 3101, 7143,1:30:576, 32), 
(20090, 3101, 7143,1:31:870, 33), 
(20091, 3101, 7143,1:29:906, 34), 
(20092, 3101, 7143,1:30:613, 35), 
(20093, 3101, 7143,1:32:172, 36), 
(20094, 3101, 7143,1:32:228, 37), 
(20095, 3101, 7143,1:29:226, 38), 
(20096, 3101, 7143,1:31:317, 39), 
(20097, 3101, 7143,1:29:376, 40), 
(20098, 3101, 7143,1:30:360, 41), 
(20099, 3101, 7143,1:31:676, 42), 
(20100, 3101, 7143,1:31:046, 43), 
(20101, 3101, 7143,1:29:157, 44), 
(20102, 3101, 7143,1:31:337, 45), 
(20103, 3101, 7143,1:29:384, 46), 
(20104, 3101, 7143,1:31:182, 47), 
(20105, 3101, 7143,1:31:835, 48), 
(20106, 3101, 7143,1:32:534, 49), 
(20107, 3101, 7143,1:32:490, 50), 
(20108, 3101, 7143,1:30:726, 51), 
(20109, 3101, 7143,1:32:609, 52), 
(20110, 3101, 7143,1:29:663, 53), 
(20111, 3101, 7143,1:30:523, 54), 
(20112, 3101, 7143,1:30:894, 55), 
(20113, 3101, 7143,1:30:892, 56), 
(20114, 3101, 7143,1:30:550, 57), 
(20115, 3101, 7143,1:32:985, 58), 
(20116, 3101, 7144,1:30:795, 1), 
(20117, 3101, 7144,1:32:626, 2), 
(20118, 3101, 7144,1:31:239, 3), 
(20119, 3101, 7144,1:30:679, 4), 
(20120, 3101, 7144,1:29:126, 5), 
(20121, 3101, 7144,1:32:921, 6), 
(20122, 3101, 7144,1:32:486, 7), 
(20123, 3101, 7144,1:31:471, 8), 
(20124, 3101, 7144,1:30:356, 9), 
(20125, 3101, 7144,1:30:802, 10), 
(20126, 3101, 7144,1:30:279, 11), 
(20127, 3101, 7144,1:29:588, 12), 
(20128, 3101, 7144,1:31:077, 13), 
(20129, 3101, 7144,1:30:145, 14), 
(20130, 3101, 7144,1:31:263, 15), 
(20131, 3101, 7144,1:31:629, 16), 
(20132, 3101, 7144,1:30:940, 17), 
(20133, 3101, 7144,1:32:113, 18), 
(20134, 3101, 7144,1:30:379, 19), 
(20135, 3101, 7144,1:31:755, 20), 
(20136, 3101, 7144,1:29:030, 21), 
(20137, 3101, 7144,1:31:466, 22), 
(20138, 3101, 7144,1:29:827, 23), 
(20139, 3101, 7144,1:29:939, 24), 
(20140, 3101, 7144,1:32:916, 25), 
(20141, 3101, 7144,1:31:160, 26), 
(20142, 3101, 7144,1:29:713, 27), 
(20143, 3101, 7144,1:31:085, 28), 
(20144, 3101, 7144,1:30:117, 29), 
(20145, 3101, 7144,1:31:197, 30), 
(20146, 3101, 7144,1:29:210, 31), 
(20147, 3101, 7144,1:29:496, 32), 
(20148, 3101, 7144,1:32:712, 33), 
(20149, 3101, 7144,1:30:001, 34), 
(20150, 3101, 7144,1:32:356, 35), 
(20151, 3101, 7144,1:31:730, 36), 
(20152, 3101, 7144,1:31:192, 37), 
(20153, 3101, 7144,1:30:453, 38), 
(20154, 3101, 7144,1:32:619, 39), 
(20155, 3101, 7144,1:32:919, 40), 
(20156, 3101, 7144,1:29:153, 41), 
(20157, 3101, 7144,1:29:519, 42), 
(20158, 3101, 7144,1:29:793, 43), 
(20159, 3101, 7144,1:32:972, 44), 
(20160, 3101, 7144,1:32:723, 45), 
(20161, 3101, 7144,1:31:338, 46), 
(20162, 3101, 7144,1:31:946, 47), 
(20163, 3101, 7144,1:30:466, 48), 
(20164, 3101, 7144,1:29:859, 49), 
(20165, 3101, 7144,1:30:421, 50), 
(20166, 3101, 7144,1:31:913, 51), 
(20167, 3101, 7144,1:32:597, 52), 
(20168, 3101, 7144,1:31:826, 53), 
(20169, 3101, 7144,1:31:966, 54), 
(20170, 3101, 7144,1:30:281, 55), 
(20171, 3101, 7144,1:29:231, 56), 
(20172, 3101, 7144,1:30:739, 57), 
(20173, 3101, 7144,1:30:920, 58), 
(20174, 3101, 7145,1:32:505, 1), 
(20175, 3101, 7145,1:31:604, 2), 
(20176, 3101, 7145,1:31:718, 3), 
(20177, 3101, 7145,1:29:094, 4), 
(20178, 3101, 7145,1:30:784, 5), 
(20179, 3101, 7145,1:29:192, 6), 
(20180, 3101, 7145,1:32:339, 7), 
(20181, 3101, 7145,1:32:588, 8), 
(20182, 3101, 7145,1:29:020, 9), 
(20183, 3101, 7145,1:31:489, 10), 
(20184, 3101, 7145,1:29:638, 11), 
(20185, 3101, 7145,1:31:832, 12), 
(20186, 3101, 7145,1:32:813, 13), 
(20187, 3101, 7145,1:29:440, 14), 
(20188, 3101, 7145,1:31:204, 15), 
(20189, 3101, 7145,1:30:837, 16), 
(20190, 3101, 7145,1:30:298, 17), 
(20191, 3101, 7145,1:30:134, 18), 
(20192, 3101, 7145,1:30:885, 19), 
(20193, 3101, 7145,1:32:419, 20), 
(20194, 3101, 7145,1:30:649, 21), 
(20195, 3101, 7145,1:30:731, 22), 
(20196, 3101, 7145,1:30:601, 23), 
(20197, 3101, 7145,1:31:357, 24), 
(20198, 3101, 7145,1:29:221, 25), 
(20199, 3101, 7145,1:30:268, 26), 
(20200, 3101, 7145,1:29:354, 27), 
(20201, 3101, 7145,1:30:884, 28), 
(20202, 3101, 7145,1:31:889, 29), 
(20203, 3101, 7145,1:29:110, 30), 
(20204, 3101, 7145,1:30:115, 31), 
(20205, 3101, 7145,1:31:465, 32), 
(20206, 3101, 7145,1:31:162, 33), 
(20207, 3101, 7145,1:32:187, 34), 
(20208, 3101, 7145,1:30:972, 35), 
(20209, 3101, 7145,1:31:923, 36), 
(20210, 3101, 7145,1:30:451, 37), 
(20211, 3101, 7145,1:32:903, 38), 
(20212, 3101, 7145,1:31:676, 39), 
(20213, 3101, 7145,1:31:341, 40), 
(20214, 3101, 7145,1:30:893, 41), 
(20215, 3101, 7145,1:31:306, 42), 
(20216, 3101, 7145,1:29:113, 43), 
(20217, 3101, 7145,1:29:965, 44), 
(20218, 3101, 7145,1:31:205, 45), 
(20219, 3101, 7145,1:30:452, 46), 
(20220, 3101, 7145,1:29:264, 47), 
(20221, 3101, 7145,1:29:771, 48), 
(20222, 3101, 7145,1:30:178, 49), 
(20223, 3101, 7145,1:31:165, 50), 
(20224, 3101, 7145,1:31:505, 51), 
(20225, 3101, 7145,1:29:549, 52), 
(20226, 3101, 7145,1:31:269, 53), 
(20227, 3101, 7145,1:30:926, 54), 
(20228, 3101, 7145,1:32:899, 55), 
(20229, 3101, 7145,1:31:873, 56), 
(20230, 3101, 7145,1:29:079, 57), 
(20231, 3101, 7145,1:30:623, 58), 
(20232, 3101, 7146,1:30:793, 1), 
(20233, 3101, 7146,1:29:906, 2), 
(20234, 3101, 7146,1:30:849, 3), 
(20235, 3101, 7146,1:31:086, 4), 
(20236, 3101, 7146,1:31:826, 5), 
(20237, 3101, 7146,1:31:569, 6), 
(20238, 3101, 7146,1:29:217, 7), 
(20239, 3101, 7146,1:31:051, 8), 
(20240, 3101, 7146,1:29:857, 9), 
(20241, 3101, 7146,1:31:022, 10), 
(20242, 3101, 7146,1:32:637, 11), 
(20243, 3101, 7146,1:31:019, 12), 
(20244, 3101, 7146,1:29:929, 13), 
(20245, 3101, 7146,1:32:056, 14), 
(20246, 3101, 7146,1:29:178, 15), 
(20247, 3101, 7146,1:29:120, 16), 
(20248, 3101, 7146,1:30:452, 17), 
(20249, 3101, 7146,1:32:784, 18), 
(20250, 3101, 7146,1:29:455, 19), 
(20251, 3101, 7146,1:32:317, 20), 
(20252, 3101, 7146,1:29:734, 21), 
(20253, 3101, 7146,1:31:813, 22), 
(20254, 3101, 7146,1:31:501, 23), 
(20255, 3101, 7146,1:30:008, 24), 
(20256, 3101, 7146,1:31:540, 25), 
(20257, 3101, 7146,1:31:815, 26), 
(20258, 3101, 7146,1:32:790, 27), 
(20259, 3101, 7146,1:29:453, 28), 
(20260, 3101, 7146,1:32:410, 29), 
(20261, 3101, 7146,1:30:322, 30), 
(20262, 3101, 7146,1:31:934, 31), 
(20263, 3101, 7146,1:30:708, 32), 
(20264, 3101, 7146,1:29:248, 33), 
(20265, 3101, 7146,1:30:293, 34), 
(20266, 3101, 7146,1:31:888, 35), 
(20267, 3101, 7146,1:29:883, 36), 
(20268, 3101, 7146,1:30:345, 37), 
(20269, 3101, 7146,1:29:107, 38), 
(20270, 3101, 7146,1:32:535, 39), 
(20271, 3101, 7146,1:32:617, 40), 
(20272, 3101, 7146,1:32:258, 41), 
(20273, 3101, 7146,1:30:319, 42), 
(20274, 3101, 7146,1:31:639, 43), 
(20275, 3101, 7146,1:31:852, 44), 
(20276, 3101, 7146,1:32:151, 45), 
(20277, 3101, 7146,1:31:685, 46), 
(20278, 3101, 7146,1:30:586, 47), 
(20279, 3101, 7146,1:32:089, 48), 
(20280, 3101, 7146,1:29:693, 49), 
(20281, 3101, 7146,1:31:291, 50), 
(20282, 3101, 7146,1:32:316, 51), 
(20283, 3101, 7146,1:31:702, 52), 
(20284, 3101, 7146,1:30:883, 53), 
(20285, 3101, 7146,1:31:124, 54), 
(20286, 3101, 7146,1:32:084, 55), 
(20287, 3101, 7146,1:31:583, 56), 
(20288, 3101, 7146,1:31:017, 57), 
(20289, 3101, 7146,1:30:755, 58), 
(20290, 3101, 7147,1:31:650, 1), 
(20291, 3101, 7147,1:29:676, 2), 
(20292, 3101, 7147,1:32:029, 3), 
(20293, 3101, 7147,1:30:617, 4), 
(20294, 3101, 7147,1:32:860, 5), 
(20295, 3101, 7147,1:30:349, 6), 
(20296, 3101, 7147,1:32:310, 7), 
(20297, 3101, 7147,1:30:081, 8), 
(20298, 3101, 7147,1:31:361, 9), 
(20299, 3101, 7147,1:29:367, 10), 
(20300, 3101, 7147,1:29:631, 11), 
(20301, 3101, 7147,1:31:319, 12), 
(20302, 3101, 7147,1:32:042, 13), 
(20303, 3101, 7147,1:29:317, 14), 
(20304, 3101, 7147,1:30:267, 15), 
(20305, 3101, 7147,1:32:215, 16), 
(20306, 3101, 7147,1:30:558, 17), 
(20307, 3101, 7147,1:29:006, 18), 
(20308, 3101, 7147,1:29:352, 19), 
(20309, 3101, 7147,1:32:798, 20), 
(20310, 3101, 7147,1:32:081, 21), 
(20311, 3101, 7147,1:30:219, 22), 
(20312, 3101, 7147,1:29:084, 23), 
(20313, 3101, 7147,1:29:315, 24), 
(20314, 3101, 7147,1:29:777, 25), 
(20315, 3101, 7147,1:31:995, 26), 
(20316, 3101, 7147,1:30:503, 27), 
(20317, 3101, 7147,1:30:218, 28), 
(20318, 3101, 7147,1:32:596, 29), 
(20319, 3101, 7147,1:29:947, 30), 
(20320, 3101, 7147,1:29:101, 31), 
(20321, 3101, 7147,1:30:277, 32), 
(20322, 3101, 7147,1:29:412, 33), 
(20323, 3101, 7147,1:30:505, 34), 
(20324, 3101, 7147,1:32:484, 35), 
(20325, 3101, 7147,1:32:516, 36), 
(20326, 3101, 7147,1:31:854, 37), 
(20327, 3101, 7147,1:31:950, 38), 
(20328, 3101, 7147,1:31:427, 39), 
(20329, 3101, 7147,1:30:472, 40), 
(20330, 3101, 7147,1:31:424, 41), 
(20331, 3101, 7147,1:31:176, 42), 
(20332, 3101, 7147,1:32:844, 43), 
(20333, 3101, 7147,1:29:228, 44), 
(20334, 3101, 7147,1:30:274, 45), 
(20335, 3101, 7147,1:32:699, 46), 
(20336, 3101, 7147,1:31:497, 47), 
(20337, 3101, 7147,1:29:139, 48), 
(20338, 3101, 7147,1:32:399, 49), 
(20339, 3101, 7147,1:32:424, 50), 
(20340, 3101, 7147,1:32:194, 51), 
(20341, 3101, 7147,1:31:157, 52), 
(20342, 3101, 7147,1:30:388, 53), 
(20343, 3101, 7147,1:32:185, 54), 
(20344, 3101, 7147,1:29:501, 55), 
(20345, 3101, 7147,1:32:557, 56), 
(20346, 3101, 7147,1:29:271, 57), 
(20347, 3101, 7147,1:29:891, 58), 
(20348, 3101, 7148,1:29:789, 1), 
(20349, 3101, 7148,1:30:082, 2), 
(20350, 3101, 7148,1:31:664, 3), 
(20351, 3101, 7148,1:32:741, 4), 
(20352, 3101, 7148,1:32:486, 5), 
(20353, 3101, 7148,1:32:667, 6), 
(20354, 3101, 7148,1:30:718, 7), 
(20355, 3101, 7148,1:32:520, 8), 
(20356, 3101, 7148,1:31:758, 9), 
(20357, 3101, 7148,1:30:577, 10), 
(20358, 3101, 7148,1:32:548, 11), 
(20359, 3101, 7148,1:29:933, 12), 
(20360, 3101, 7148,1:30:752, 13), 
(20361, 3101, 7148,1:29:705, 14), 
(20362, 3101, 7148,1:32:096, 15), 
(20363, 3101, 7148,1:30:943, 16), 
(20364, 3101, 7148,1:31:593, 17), 
(20365, 3101, 7148,1:29:034, 18), 
(20366, 3101, 7148,1:30:596, 19), 
(20367, 3101, 7148,1:31:406, 20), 
(20368, 3101, 7148,1:31:806, 21), 
(20369, 3101, 7148,1:31:964, 22), 
(20370, 3101, 7148,1:29:578, 23), 
(20371, 3101, 7148,1:31:305, 24), 
(20372, 3101, 7148,1:31:771, 25), 
(20373, 3101, 7148,1:31:196, 26), 
(20374, 3101, 7148,1:32:513, 27), 
(20375, 3101, 7148,1:31:222, 28), 
(20376, 3101, 7148,1:29:638, 29), 
(20377, 3101, 7148,1:30:329, 30), 
(20378, 3101, 7148,1:29:801, 31), 
(20379, 3101, 7148,1:32:222, 32), 
(20380, 3101, 7148,1:31:145, 33), 
(20381, 3101, 7148,1:30:066, 34), 
(20382, 3101, 7148,1:32:767, 35), 
(20383, 3101, 7148,1:30:628, 36), 
(20384, 3101, 7148,1:32:988, 37), 
(20385, 3101, 7148,1:29:915, 38), 
(20386, 3101, 7148,1:29:709, 39), 
(20387, 3101, 7148,1:32:904, 40), 
(20388, 3101, 7148,1:29:423, 41), 
(20389, 3101, 7148,1:29:353, 42), 
(20390, 3101, 7148,1:29:439, 43), 
(20391, 3101, 7148,1:30:724, 44), 
(20392, 3101, 7148,1:30:740, 45), 
(20393, 3101, 7148,1:29:270, 46), 
(20394, 3101, 7148,1:30:634, 47), 
(20395, 3101, 7148,1:30:010, 48), 
(20396, 3101, 7148,1:31:185, 49), 
(20397, 3101, 7148,1:29:575, 50), 
(20398, 3101, 7148,1:29:628, 51), 
(20399, 3101, 7148,1:31:904, 52), 
(20400, 3101, 7148,1:31:747, 53), 
(20401, 3101, 7148,1:31:082, 54), 
(20402, 3101, 7148,1:29:786, 55), 
(20403, 3101, 7148,1:32:418, 56), 
(20404, 3101, 7148,1:30:733, 57), 
(20405, 3101, 7148,1:32:764, 58), 
(20406, 3101, 7149,1:30:648, 1), 
(20407, 3101, 7149,1:31:175, 2), 
(20408, 3101, 7149,1:32:269, 3), 
(20409, 3101, 7149,1:30:669, 4), 
(20410, 3101, 7149,1:32:871, 5), 
(20411, 3101, 7149,1:32:370, 6), 
(20412, 3101, 7149,1:31:157, 7), 
(20413, 3101, 7149,1:29:098, 8), 
(20414, 3101, 7149,1:31:987, 9), 
(20415, 3101, 7149,1:31:930, 10), 
(20416, 3101, 7149,1:31:395, 11), 
(20417, 3101, 7149,1:32:640, 12), 
(20418, 3101, 7149,1:29:165, 13), 
(20419, 3101, 7149,1:31:787, 14), 
(20420, 3101, 7149,1:31:245, 15), 
(20421, 3101, 7149,1:32:242, 16), 
(20422, 3101, 7149,1:31:723, 17), 
(20423, 3101, 7149,1:31:021, 18), 
(20424, 3101, 7149,1:30:017, 19), 
(20425, 3101, 7149,1:32:275, 20), 
(20426, 3101, 7149,1:31:162, 21), 
(20427, 3101, 7149,1:30:723, 22), 
(20428, 3101, 7149,1:30:356, 23), 
(20429, 3101, 7149,1:32:936, 24), 
(20430, 3101, 7149,1:30:853, 25), 
(20431, 3101, 7149,1:30:155, 26), 
(20432, 3101, 7149,1:30:489, 27), 
(20433, 3101, 7149,1:29:271, 28), 
(20434, 3101, 7149,1:29:677, 29), 
(20435, 3101, 7149,1:29:419, 30), 
(20436, 3101, 7149,1:30:399, 31), 
(20437, 3101, 7149,1:30:768, 32), 
(20438, 3101, 7149,1:31:562, 33), 
(20439, 3101, 7149,1:32:366, 34), 
(20440, 3101, 7149,1:31:799, 35), 
(20441, 3101, 7149,1:32:403, 36), 
(20442, 3101, 7149,1:31:787, 37), 
(20443, 3101, 7149,1:31:742, 38), 
(20444, 3101, 7149,1:29:558, 39), 
(20445, 3101, 7149,1:32:366, 40), 
(20446, 3101, 7149,1:29:132, 41), 
(20447, 3101, 7149,1:31:172, 42), 
(20448, 3101, 7149,1:31:131, 43), 
(20449, 3101, 7149,1:30:244, 44), 
(20450, 3101, 7149,1:29:966, 45), 
(20451, 3101, 7149,1:32:219, 46), 
(20452, 3101, 7149,1:31:825, 47), 
(20453, 3101, 7149,1:29:134, 48), 
(20454, 3101, 7149,1:32:335, 49), 
(20455, 3101, 7149,1:30:059, 50), 
(20456, 3101, 7149,1:32:625, 51), 
(20457, 3101, 7149,1:32:669, 52), 
(20458, 3101, 7149,1:31:272, 53), 
(20459, 3101, 7149,1:29:390, 54), 
(20460, 3101, 7149,1:30:330, 55), 
(20461, 3101, 7149,1:32:236, 56), 
(20462, 3101, 7149,1:31:931, 57), 
(20463, 3101, 7149,1:31:393, 58), 
(20464, 3101, 7150,1:30:795, 1), 
(20465, 3101, 7150,1:32:056, 2), 
(20466, 3101, 7150,1:31:186, 3), 
(20467, 3101, 7150,1:29:824, 4), 
(20468, 3101, 7150,1:32:297, 5), 
(20469, 3101, 7150,1:29:496, 6), 
(20470, 3101, 7150,1:30:041, 7), 
(20471, 3101, 7150,1:30:309, 8), 
(20472, 3101, 7150,1:31:287, 9), 
(20473, 3101, 7150,1:31:963, 10), 
(20474, 3101, 7150,1:30:812, 11), 
(20475, 3101, 7150,1:29:402, 12), 
(20476, 3101, 7150,1:30:870, 13), 
(20477, 3101, 7150,1:32:167, 14), 
(20478, 3101, 7150,1:29:371, 15), 
(20479, 3101, 7150,1:32:780, 16), 
(20480, 3101, 7150,1:29:007, 17), 
(20481, 3101, 7150,1:29:450, 18), 
(20482, 3101, 7150,1:30:314, 19), 
(20483, 3101, 7150,1:32:537, 20), 
(20484, 3101, 7150,1:30:968, 21), 
(20485, 3101, 7150,1:32:185, 22), 
(20486, 3101, 7150,1:31:296, 23), 
(20487, 3101, 7150,1:31:577, 24), 
(20488, 3101, 7150,1:30:572, 25), 
(20489, 3101, 7150,1:30:805, 26), 
(20490, 3101, 7150,1:31:840, 27), 
(20491, 3101, 7150,1:31:649, 28), 
(20492, 3101, 7150,1:32:329, 29), 
(20493, 3101, 7150,1:32:538, 30), 
(20494, 3101, 7150,1:32:901, 31), 
(20495, 3101, 7150,1:29:985, 32), 
(20496, 3101, 7150,1:30:174, 33), 
(20497, 3101, 7150,1:29:133, 34), 
(20498, 3101, 7150,1:32:879, 35), 
(20499, 3101, 7150,1:29:039, 36), 
(20500, 3101, 7150,1:29:137, 37), 
(20501, 3101, 7150,1:29:330, 38), 
(20502, 3101, 7150,1:30:242, 39), 
(20503, 3101, 7150,1:30:005, 40), 
(20504, 3101, 7150,1:32:841, 41), 
(20505, 3101, 7150,1:31:546, 42), 
(20506, 3101, 7150,1:30:549, 43), 
(20507, 3101, 7150,1:29:212, 44), 
(20508, 3101, 7150,1:29:882, 45), 
(20509, 3101, 7150,1:29:494, 46), 
(20510, 3101, 7150,1:29:017, 47), 
(20511, 3101, 7150,1:31:098, 48), 
(20512, 3101, 7150,1:29:959, 49), 
(20513, 3101, 7150,1:29:151, 50), 
(20514, 3101, 7150,1:29:821, 51), 
(20515, 3101, 7150,1:31:195, 52), 
(20516, 3101, 7150,1:29:699, 53), 
(20517, 3101, 7150,1:31:800, 54), 
(20518, 3101, 7150,1:31:703, 55), 
(20519, 3101, 7150,1:32:448, 56), 
(20520, 3101, 7150,1:31:918, 57), 
(20521, 3101, 7150,1:31:743, 58), 
(20522, 3101, 7151,1:30:183, 1), 
(20523, 3101, 7151,1:31:317, 2), 
(20524, 3101, 7151,1:31:467, 3), 
(20525, 3101, 7151,1:32:052, 4), 
(20526, 3101, 7151,1:30:043, 5), 
(20527, 3101, 7151,1:30:668, 6), 
(20528, 3101, 7151,1:30:006, 7), 
(20529, 3101, 7151,1:29:105, 8), 
(20530, 3101, 7151,1:30:685, 9), 
(20531, 3101, 7151,1:29:833, 10), 
(20532, 3101, 7151,1:29:696, 11), 
(20533, 3101, 7151,1:32:783, 12), 
(20534, 3101, 7151,1:29:229, 13), 
(20535, 3101, 7151,1:29:184, 14), 
(20536, 3101, 7151,1:30:322, 15), 
(20537, 3101, 7151,1:32:964, 16), 
(20538, 3101, 7151,1:32:594, 17), 
(20539, 3101, 7151,1:30:565, 18), 
(20540, 3101, 7151,1:29:510, 19), 
(20541, 3101, 7151,1:30:602, 20), 
(20542, 3101, 7151,1:32:119, 21), 
(20543, 3101, 7151,1:32:502, 22), 
(20544, 3101, 7151,1:32:284, 23), 
(20545, 3101, 7151,1:30:043, 24), 
(20546, 3101, 7151,1:29:747, 25), 
(20547, 3101, 7151,1:30:449, 26), 
(20548, 3101, 7151,1:30:132, 27), 
(20549, 3101, 7151,1:29:708, 28), 
(20550, 3101, 7151,1:31:897, 29), 
(20551, 3101, 7151,1:32:422, 30), 
(20552, 3101, 7151,1:29:412, 31), 
(20553, 3101, 7151,1:30:874, 32), 
(20554, 3101, 7151,1:31:433, 33), 
(20555, 3101, 7151,1:32:967, 34), 
(20556, 3101, 7151,1:31:114, 35), 
(20557, 3101, 7151,1:31:631, 36), 
(20558, 3101, 7151,1:32:429, 37), 
(20559, 3101, 7151,1:30:876, 38), 
(20560, 3101, 7151,1:32:084, 39), 
(20561, 3101, 7151,1:30:318, 40), 
(20562, 3101, 7151,1:32:329, 41), 
(20563, 3101, 7151,1:32:614, 42), 
(20564, 3101, 7151,1:32:938, 43), 
(20565, 3101, 7151,1:32:684, 44), 
(20566, 3101, 7151,1:30:873, 45), 
(20567, 3101, 7151,1:30:904, 46), 
(20568, 3101, 7151,1:30:110, 47), 
(20569, 3101, 7151,1:29:976, 48), 
(20570, 3101, 7151,1:30:805, 49), 
(20571, 3101, 7151,1:30:071, 50), 
(20572, 3101, 7151,1:32:667, 51), 
(20573, 3101, 7151,1:29:752, 52), 
(20574, 3101, 7151,1:30:832, 53), 
(20575, 3101, 7151,1:32:270, 54), 
(20576, 3101, 7151,1:31:056, 55), 
(20577, 3101, 7151,1:30:187, 56), 
(20578, 3101, 7151,1:30:470, 57), 
(20579, 3101, 7151,1:32:641, 58), 
(20580, 3101, 7152,1:31:841, 1), 
(20581, 3101, 7152,1:32:867, 2), 
(20582, 3101, 7152,1:32:820, 3), 
(20583, 3101, 7152,1:31:032, 4), 
(20584, 3101, 7152,1:31:692, 5), 
(20585, 3101, 7152,1:32:523, 6), 
(20586, 3101, 7152,1:30:972, 7), 
(20587, 3101, 7152,1:31:819, 8), 
(20588, 3101, 7152,1:32:526, 9), 
(20589, 3101, 7152,1:32:073, 10), 
(20590, 3101, 7152,1:30:807, 11), 
(20591, 3101, 7152,1:30:279, 12), 
(20592, 3101, 7152,1:29:130, 13), 
(20593, 3101, 7152,1:29:993, 14), 
(20594, 3101, 7152,1:29:719, 15), 
(20595, 3101, 7152,1:32:806, 16), 
(20596, 3101, 7152,1:32:894, 17), 
(20597, 3101, 7152,1:29:006, 18), 
(20598, 3101, 7152,1:30:924, 19), 
(20599, 3101, 7152,1:30:390, 20), 
(20600, 3101, 7152,1:29:326, 21), 
(20601, 3101, 7152,1:31:107, 22), 
(20602, 3101, 7152,1:30:976, 23), 
(20603, 3101, 7152,1:29:788, 24), 
(20604, 3101, 7152,1:31:285, 25), 
(20605, 3101, 7152,1:31:271, 26), 
(20606, 3101, 7152,1:32:314, 27), 
(20607, 3101, 7152,1:32:400, 28), 
